name,brand,price,ratings,specs_score,os,processor,ram,storage,graphics,screen_size,resoultion,cores,threads,warranty,image_url
Lenovo Thinkpad E16 21JNS0QE00 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Lenovo,68650.0,4.4,61.0,Windows 11 OS,13th Gen Intel Core i5 1335U,16 GB DDR4 RAM,512 GB SSD,Intel Integrated,16 inches,1920 x 1200 pixels,10 Cores (2P + 8E), 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iqDqg8Cav-w280-h280/lenovo-thinkpad-e16.webp
Dell Inspiron 5441 Laptop (Snapdragon X Plus X1P-42-100/ 16GB/ 512GB SSD/ Win11),Dell,80990.0,4.05,,Windows 11 OS,Qualcomm Snapdragon X Plus X1P-42-100,16 GB LPDDR5X RAM,512 GB SSD,Qualcomm Adreno GPU,14 inches,1920 x 1200 pixels,Octa Core,,1 Year Warranty,https://cdn1.smartprix.com/rx-iCOgbTbFR-w280-h280/dell-inspiron-5441-l.webp
Apple MacBook Pro 16 Laptop (Apple M4 Pro/ 48GB/ 512GB SSD/ macOS),Apple,279990.0,4.35,64.0,Mac OS,Apple M4 Pro,48 GB  RAM,512 GB SSD,20 Core GPU,16.2 inches,3456 x 2234 pixels,14 Cores (10P + 4E),,1 Year Warranty,https://cdn1.smartprix.com/rx-i80uYZKoA-w280-h280/apple-macbook-pro-16.webp
Apple MacBook Pro 14 2024 Laptop (Apple M4/ 16GB/ 512GB SSD/ macOS),Apple,159900.0,4.15,54.0,Mac OS,Apple M4,16 GB  RAM,512 GB SSD,10 Core GPU,14.2 inches,3024 x 1964 pixels,10 Cores (4P + 6E),,1 Year Warranty,https://cdn1.smartprix.com/rx-icn5wUJpZ-w280-h280/apple-macbook-pro-14.webp
Apple MacBook Pro 16 2024 Laptop (Apple M4 Pro/ 24GB/ 512GB SSD/ macOS),Apple,239990.0,4.0,60.0,Mac OS,Apple M4 Pro,24 GB  RAM,512 GB SSD,20 Core GPU,16.2 inches,3456 x 2234 pixels,14 Cores (10P + 4E),,1 Year Warranty,https://cdn1.smartprix.com/rx-irHABiO29-w280-h280/apple-macbook-pro-16.webp
Apple MacBook Pro 14 Laptop (Apple M4 Pro/ 24GB/ 1TB SSD/ macOS/ 20-Core GPU),Apple,225990.0,4.05,60.0,Mac OS,Apple M4 Pro,24 GB  RAM,1 TB SSD,20 Core GPU,14.2 inches,3024 x 1964 pixels,14 Cores (10P + 4E),,1 Year Warranty,https://cdn1.smartprix.com/rx-iBBZ9nHbC-w280-h280/apple-macbook-pro-14.webp
Apple MacBook Pro 14 Laptop (Apple M4/ 24GB/ 1TB SSD/ macOS),Apple,201990.0,4.75,59.0,Mac OS,Apple M4,24 GB  RAM,1 TB SSD,10 Core GPU,14.2 inches,3024 x 1964 pixels,10 Cores (4P + 6E),,1 Year Warranty,https://cdn1.smartprix.com/rx-icn5wUJpZ-w280-h280/apple-macbook-pro-14.webp
Apple MacBook Pro 14 Laptop (Apple M4 Pro/ 24GB/ 512GB SSD/ macOS),Apple,187990.0,4.75,57.0,Mac OS,Apple M4 Pro,24 GB  RAM,512 GB SSD,16 Core GPU,14.2 inches,3024 x 1964 pixels,12 Cores (8P + 4E),,1 Year Warranty,https://cdn1.smartprix.com/rx-iBBZ9nHbC-w280-h280/apple-macbook-pro-14.webp
Apple MacBook Pro 14 Laptop (Apple M4 MAX/ 36GB/1TB SSD/ macOS/ 32-Core GPU),Apple,289990.0,4.75,63.0,Mac OS,Apple M4 Max,36 GB  RAM,1 TB SSD,32 Core GPU,14.2 inches,3024 x 1964 pixels,14 Cores (10P + 4E),,1 Year Warranty,https://cdn1.smartprix.com/rx-iBBZ9nHbC-w280-h280/apple-macbook-pro-14.webp
Acer Aspire Lite AL15-53 UN.34ESI.00D Gaming Laptop (Intel Core i3 1305U / 16GB/ 512GB SSD/ Win11),Acer,34990.0,4.1,54.0,Windows 11 OS,13th Gen Intel Core i3 1305U,16 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,15.6 inches,1920 x 1080 pixels,5 Cores (1P + 4E), 6 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iNxTKTppm-w280-h280/acer-aspire-lite-al1.webp
HP Victus 15-fa1346TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ RTX 2050),HP,63990.0,4.7,57.0,Windows 11 OS,13th Gen Intel Core i5 13420H,16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,15.6 inches,1920 x 1080 pixels,Octa Core (4P + 4E), 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-infbdfyXR-w280-h280/hp-victus-15-fa1346t.webp
HP ZBook Firefly 14 G11 A92TXPT Laptop (Intel Core Ultra 5/16 GB/512GB SSD),HP,74900.0,4.65,54.0,1 Year Warranty,Intel Core Ultra 5 Processor 125U,16 GB  RAM,512 GB SSD,Integrated Intel Graphics,14 inches,1920 x 1200 pixels,12 Cores (2P + 8E + 2LP-E), 14 Threads,Backlit Keyboard,https://cdn1.smartprix.com/rx-i9TXe0Coh-w280-h280/hp-zbook-firefly-14.webp
HP ZBook Firefly 14 G11 A92U3PT Laptop (Intel Core Ultra 7 155U/16 GB/512GB SSD/Dos),HP,96999.0,4.35,64.0,DOS OS,Intel Core Ultra 7 155U,16 GB DDR5 RAM,512 GB SSD,Intel Graphics,14 inches,1920 x 1200 pixels,12 Cores (2P + 8E + 2LP-E), 14 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-isVvN5No3-w280-h280/hp-zbook-firefly-14.webp
HP ZBook Firefly 14 G11 A92TYPT Laptop (‎Intel Core Ultra 5/ 16GB/ 512GB SSD/Win11),HP,75999.0,4.65,64.0,Windows 11 OS,Intel Core Ultra 5 Processor 125U,16 GB DDR5 RAM,512 GB SSD,Intel Graphics,14 inches,1920 x 1200 pixels,12 Cores (2P + 8E + 2LP-E), 14 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-izbPwViSu-w280-h280/hp-zbook-firefly-14.webp
Dell Inspiron 14 5445 Laptop (AMD Ryzen 7 8840U/ 16GB/ 512GB SSD/ Windows 11 Home),Dell,68490.0,4.55,60.0,Windows 11 OS,8th Gen AMD Ryzen 7 8840U,16 GB DDR5 RAM,512 GB SSD,AMD Radeon Graphics,14 inches,1920 x 1200 pixels,Octa Core, 16 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-i5kQ3lg02-w280-h280/dell-inspiron-14-544.webp
Lenovo ThinkPad E14 21JRS0H300 Laptop (AMD Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11 Home),Lenovo,64900.0,4.5,69.0,Windows 11 OS,7th Gen AMD Ryzen 7 7730U,16 GB DDR4 RAM,512 GB SSD,AMD Radeon Graphics,14 inches,1920 x 1080 pixels,Octa Core, 16 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iAb5zRbyx-w280-h280/lenovo-thinkpad-e14.webp
Lenovo ThinkPad E14 21JRS0H200 Laptop (AMD Ryzen 5 7530U/ 16GB/ 1TB SSD/ Win11 Home),Lenovo,59800.0,4.05,68.0,Windows 11 OS,7th Gen AMD Ryzen 5 7530U,16 GB DDR4 RAM,1 TB SSD,AMD Radeon Graphics,14 inches,1920 x 1080 pixels,Hexa Core, 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iBHS4DHZe-w280-h280/lenovo-thinkpad-e14.webp
Acer Aspire 3 A325-42 Laptop (AMD Ryzen 3 7330U/ 8GB/ 512GB SSD/ Win11),Acer,28800.0,4.25,50.0,Windows 11 OS,7th Gen AMD Ryzen 3 7330U,8 GB LPDDR4X RAM,512 GB SSD,AMD Radeon Graphics,15.8 inches,1920 x 1080 pixels,Quad Core, 8 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iyxpbpKYm-w280-h280/acer-aspire-3-a325-4.webp
Lenovo IdeaPad Slim 3 14AMN8 82XN006TIN Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),Lenovo,40490.0,4.25,50.0,Windows 11 OS,7th Gen AMD Ryzen 5 7520U,8 GB  RAM,512 GB SSD,AMD Radeon Graphics,14 inches,1920 x 1080 pixels,Quad Core, 8 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iWS6NfrWN-w280-h280/lenovo-ideapad-slim.webp
Acer Chromebook CB315-4H Laptop (Intel Celeron N4500/ 8GB/ 128GB eMMC/ Chrome OS),Acer,20990.0,4.45,,Chrome OS,Intel Celeron Dual Core N4500,8 GB LPDDR4X RAM,128 GB eMMC Storage,Intel Integrated UHD,15.6 inches,1080 x 1920 pixels,Dual Core, 2 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-ihquJzQxy-w280-h280/acer-chromebook-cb31.webp
Microsoft Surface Pro 9 5G,Microsoft,91990.0,4.0,,,Microsoft SQ3,128 GB SSD,"13 inches, 2880 x 1920 pixels, Touch Screen",Windows 11 OS,1 Year Warranty,,8 GB LPDDR5 RAM,,,https://cdn1.smartprix.com/rx-iMuDudzKK-w280-h280/microsoft-surface-pr.webp
Lenovo Ideapad Slim 5x Gen 9 14Q8X9 83HL0035IN Laptop (Snapdragon X Plus/ 16GB/ 1TB SSD/ Win11),Lenovo,69990.0,4.65,,1 Year Warranty,Qualcomm Snapdragon X Plus X1P-42-100,1 TB SSD,Qualcomm Adreno,"14 inches, 1920 x 1200 pixels",Windows 11 OS,,16 GB LPDDR5X RAM,,2 USB 3.0 Ports,https://cdn1.smartprix.com/rx-i15FKzUIM-w280-h280/lenovo-ideapad-slim.webp
Asus Vivobook 16X K3605ZU-RP304WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB RTX4050),Asus,76990.0,4.75,69.0,Windows 11 OS,12th Gen Intel Core i5 12500H,16 GB DDR4 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,16 inches,1920 x 1200 pixels,12 Cores (4P + 8E), 16 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iEibi3Pl3-w280-h280/asus-vivobook-16x-k3.webp
Asus Zenbook S14 OLED UX5406SA-PZ357WS Laptop (Intel Core Ultra 7 Processor 258V/ 32GB/ 1TB SSD/ Win11 Home),Asus,139990.0,4.05,66.0,Windows 11 OS,Intel Core Ultra 7 Series 2 258V,32 GB LPDDR5X RAM,1 TB SSD,Intel Arc Graphics,14 inches,2880 x 1800 pixels,Octa Core (4P + 4E), 8 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-ilYvuKXAu-w280-h280/asus-zenbook-s14-ole.webp
HP 15-fd0315TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),HP,53000.0,4.45,56.0,Windows 11 OS,13th Gen Intel Core i5 1334U,16 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,15.6 inches,1920 x 1080 pixels,10 Cores (2P + 8E), 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iK9T1LPOO-w280-h280/hp-15-fd0315tu-lapto.webp
Lenovo IdeaPad 3 14IAU7 82RJ00FUIN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),Lenovo,35000.0,4.2,57.0,Windows 11 OS,12th Gen Intel Core i3 1215U,8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,14 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 8 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-ibGG2lXoc-w280-h280/lenovo-ideapad-3-14i.webp
Acer Predator Helios Neo 14 PHN14-51 Gaming Laptop (Intel Core Ultra 7 155H/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),Acer,139999.0,4.75,66.0,Windows 11 OS,Intel Core Ultra 7 155H,16 GB LPDDR5X RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 4050,14.5 inches,1920 x 1200 pixels,16 Cores (6P + 8E + 2LP-E), 22 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iUHjeaGQ4-w280-h280/acer-predator-helios.webp
Gigabyte G5 MF5-52IN353SH Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),Gigabyte,71399.0,4.05,68.0,Windows 11 OS,13th Gen Intel Core i5 13500H,16 GB DDR5 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,15.6 inches,1920 x 1080 pixels,12 Cores (4P + 8E), 16 Threads,2 Year Warranty,https://cdn1.smartprix.com/rx-in8ioQMMN-w280-h280/gigabyte-g5-mf5-52in.webp
Lenovo Legion 5 15IRX9 83JJ000DIN Gaming Laptop (13th Gen Core i7/ 24GB/ 512GB SSD/ Win11/ 8GB RTX4060),Lenovo,135690.0,4.25,69.0,Windows 11 OS,13th Gen Intel Core i7 13650HX,24 GB DDR5 RAM,512 GB SSD,8 GB NVIDIA GeForce RTX 4060,15.6 inches,1920 x 1080 pixels,14 Cores (6P + 8E),,1 Year Warranty,https://cdn1.smartprix.com/rx-ip9ZdtzoX-w280-h280/lenovo-legion-5-15ir.webp
Lenovo LOQ 15IRX9 83DV00KUIN Gaming Laptop (13th Gen Core i5/ 24GB/ 512GB SSD/ Win11/ 6GB RTX3050),Lenovo,81811.0,4.0,69.0,Windows 11 OS,13th Gen Intel Core i5 13450HX,24 GB DDR5 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 3050,15.6 inches,1920 x 1080 pixels,10 Cores (6P + 4E), 16 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iwhzLKRKm-w280-h280/lenovo-loq-15irx9-83.webp
MSI Crosshair 16 HX D14VFKG-452IN Gaming Laptop (14th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB RTX4060),MSI,135000.0,4.6,78.0,Windows 11 OS,14th Gen Intel Core i7 14650HX,16 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 4060,16 inches,2560 x 1440 pixels,16 Cores (8P + 8E), 24 Threads,2 Year Warranty,https://cdn1.smartprix.com/rx-iY8yhQAcl-w280-h280/msi-crosshair-16-hx.webp
Acer Aspire 3 15 A325-42 Laptop (AMD Ryzen 5 7430U/ 16GB/ 512GB SSD/ Win11),Acer,36990.0,4.05,55.0,Windows 11 OS,7th Gen AMD Ryzen 5 7430U,16 GB DDR4 RAM,512 GB SSD,AMD Graphics,15.8 inches,1920 x 1080 pixels,Hexa Core, 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-is8tthNvP-w280-h280/acer-aspire-3-15-a32.webp
Asus Vivobook 16X K3605ZC-RP628WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 4GB RTX3050),Asus,69990.0,4.6,66.0,Windows 11 OS,12th Gen Intel Core i7 12700H,16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,16 inches,1920 x 1200 pixels,14 Cores (6P + 8E), 20 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-i8I5vq6Fd-w280-h280/asus-vivobook-16x-k3.webp
Lenovo V15 82TTA07RIH Laptop (12th Gen Core i5 / 16GB/ 512GB SSD/ Win11 Home),Lenovo,43690.0,4.3,63.0,Windows 11 OS,12th Gen Intel Core i5 1235U,16 GB DDR4 RAM,512 GB SSD,Integrated Intel Iris Graphics,15.6 inches,1920 x 1080 pixels,10 Cores (2P + 8E), 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-itnJvOGrA-w280-h280/lenovo-v15-82tta07ri.webp
Acer Aspire 3 A325-42 Laptop (AMD Ryzen 5 7430U/ 8GB/ 512GB SSD/ Win11),Acer,34990.0,4.15,55.0,Windows 11 OS,7th Gen AMD Ryzen 5 7430U,8 GB DDR4 RAM,512 GB SSD,AMD Radeon Graphics,15.8 inches,1920 x 1080 pixels,Hexa Core, 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-is8tthNvP-w280-h280/acer-aspire-3-a325-4.webp
Asus TUF Gaming A15 FA566NFR-HN045WS Laptop (AMD Ryzen 7 7435HS/ 16GB / 512GB SSD/ Win11/ 4GB Graph),Asus,62990.0,4.65,66.0,Windows 11 OS,7th Gen AMD Ryzen 7 7435HS,16 GB DDR5 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,15.6 inches,1920 x 1080 pixels,Octa Core, 16 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iWUK16VIc-w280-h280/asus-tuf-gaming-a15.webp
Lenovo IdeaPad Slim 3 83ER00F2IN Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),Lenovo,47590.0,4.7,55.0,Windows 11 OS,12th Gen Intel Core i5 12450H,8 GB LPDDR5 RAM,512 GB SSD,Integrated Intel UHD Graphics,15.6 inches,1920 x 1080 pixels,Octa Core (4P + 4E), 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-i27bN2jQ2-w280-h280/lenovo-ideapad-slim.webp
Samsung Galaxy Book 5 Pro NP940XHA-LG4IN Laptop (Intel Core Ultra 7 Series 2/ 16GB/ 1TB SSD/ Win11),Samsung,145990.0,4.75,71.0,Windows 11 OS,Intel Core Ultra 7 Series 2 256V,16 GB LPDDR5X RAM,1 TB SSD,Intel Arc 140V GPU,14 inches,2880 x 1800 pixels,Octa Core (4P + 4LP-E), 8 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-ie7z1QdHL-w280-h280/samsung-galaxy-book.webp
Asus Vivobook 16X K3605ZC-RP587WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),Asus,62990.0,4.5,68.0,Windows 11 OS,12th Gen Intel Core i5 12500H,16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,16 inches,1920 x 1200 pixels,12 Cores (4P + 8E), 16 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-ivNhkNqps-w280-h280/asus-vivobook-16x-k3.webp
Asus ROG Zephyrus G16 OLED GA605WI-QR067WS Gaming Laptop (AMD Ryzen AI 9 HX 370/ 32GB/ 2TB SSD/ Win11/ 8GB Graph),Asus,227999.0,4.5,,Windows 11 OS,AMD Ryzen AI 9 HX 370,32 GB LPDDR5X RAM,2 TB SSD,8 GB NVIDIA GeForce RTX 4070,16 inches,2560 x 1600 pixels,12 Cores, 24 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-icGKxGN38-w280-h280/asus-rog-zephyrus-g1.webp
Asus Vivobook Go 15 OLED E1504FAB-LK549WS Laptop (Ryzen 5 7520U / 16GB/ 512GB SSD/ Win11 Home),Asus,47800.0,4.7,53.0,Windows 11 OS,7th Gen AMD Ryzen 5 7520U,16 GB LPDDR5 RAM,512 GB SSD,AMD Radeon AMD,15.6 inches,1920 x 1080 pixels,Quad Core, 8 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iP3KrKul0-w280-h280/asus-vivobook-go-15.webp
HP Victus 15-FA1411TX Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),HP,74950.0,4.6,66.0,Windows 11 OS,12th Gen Intel Core i7 12650H,16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,15.6 inches,1920 x 1080 pixels,10 Cores (6P + 4E), 16 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iaVdft3V9-w280-h280/hp-victus-15-fa1411t.webp
HP 15-fd0070TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),HP,48590.0,4.3,51.0,Windows 11 OS,12th Gen Intel Core i5 1235U,8 GB  RAM,512 GB SSD,Intel Integrated Graphics,15.6 inches,1920 x 1080 pixels,10 Cores (2P + 8E), 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-ixlXWEByt-w280-h280/hp-15-fd0070tu-lapto.webp
HP 15-fd0061TU Laptop (12th Gen Core i3/ 8 GB/ 512GB SSD/ Win11 Home),HP,37999.0,4.7,,Windows 11 OS,12th Gen Intel Core i3 1215U,8 GB  RAM,512 GB SSD,Intel Integrated Graphics,15.6 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 8 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-izw4Vj1G4-w280-h280/hp-15-fd0061tu-lapto.webp
Infinix INBook Y3 Max Laptop (12th Gen Core i3/ 8GB/ 256GB SSD/ Win 11),Infinix,29990.0,4.7,,Windows 11 OS,12th Gen Intel Core i3 1215U,8 GB LPDDR4X RAM,256 GB SSD,Intel Integrated UHD,16 inches,1920 x 1200 pixels,Hexa Core (2P + 4E), 8 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iiT0w46tE-w280-h280/infinix-inbook-y3-ma.webp
Lenovo ThinkPad E14 21JKS13J00 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),Lenovo,94990.0,4.1,66.0,Windows 11 OS,13th Gen Intel Core i7 1355U,16 GB DDR4 RAM,1 TB SSD,Intel Iris Xe Graphics comes,14 inches,1920 x 1200 pixels,10 Cores (2P + 8E), 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iaqYZYPMN-w280-h280/lenovo-thinkpad-e14.webp
Acer Aspire 7 A715-79G UN.34NSI.002 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),Acer,61199.0,4.45,62.0,Windows 11 OS,13th Gen Intel Core i5 13420H,16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,15.6 inches,1920 x 1080 pixels,Octa Core (4P + 4E), 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iizWzm3cu-w280-h280/acer-aspire-7-a715-7.webp
Dell Inspiron 5445 Laptop (AMD Ryzen 5 8540U/ 16GB/ 512GB SSD/ Windows 11 Home),Dell,60990.0,4.6,64.0,Windows 11 OS,8th Gen AMD Ryzen 5 8540U,16 GB DDR5 RAM,512 GB SSD,AMD Radeon Graphics,14 inches,1920 x 1200 pixels,Hexa Core, 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iNRDAyTDR-w280-h280/dell-inspiron-5445-l.webp
Dell Inspiron 5445 Laptop (AMD Ryzen 7 8840U/ 16GB/ 1TB SSD/ Windows 11 Home),Dell,68490.0,4.1,61.0,Windows 11 OS,8th Gen AMD Ryzen 7 8840U,16 GB DDR5 RAM,1 TB SSD,AMD Radeon Graphics,14 inches,1920 x 1200 pixels,Octa Core, 16 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iJ4DMFKfH-w280-h280/dell-inspiron-5445-l.webp
Lenovo IdeaPad Slim 3 82KU024GIN Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),Lenovo,53000.0,4.0,63.0,Windows 11 OS,5th Gen AMD Ryzen 7 5700U,16 GB DDR4 RAM,512 GB SSD,Integrated AMD Radeon Graphics,15.6 inches,1920 x 1080 pixels,Octa Core, 16 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iqFpkTEEq-w280-h280/lenovo-ideapad-slim.webp
Gigabyte G6X 9MG-42IN854SH Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ RTX4050 6GB Graph),Gigabyte,170000.0,4.55,69.0,Windows 11 OS,13th Gen Intel Core i7 13650HX,16 GB DDR5 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 4050,16 inches,1920 x 1200 pixels,14 Cores (6P + 8E),,2 Year Warranty,https://cdn1.smartprix.com/rx-iJzB8a9Mi-w280-h280/gigabyte-g6x-9mg-42i.webp
HP Pavilion 16 AI 16-ag0019AU Laptop (AMD Ryzen 5 8540U/ 16GB / 512GB SSD/ Win11),HP,55990.0,4.2,62.0,Windows 11 OS,8th Gen AMD Ryzen 5 8540U,16 GB LPDDR5 RAM,512 GB SSD,AMD Radeon AMD,16 inches,1920 x 1200 pixels,Hexa Core, 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-ieUEPbGU3-w280-h280/hp-pavilion-16-ai-16.webp
HP 255 G9 8M397PA Laptop (AMD Ryzen 5 5625U/ 8GB/ 512 GB SSD/ Win11 Home),HP,36950.0,4.5,52.0,Windows 11 OS,5th Gen AMD Ryzen 5 5625U,8 GB  RAM,512 GB SSD,AMD Radeon Graphics,14.1 inches,1366 x 768 pixels,Hexa Core, 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-inPOVhTT9-w280-h280/hp-255-g9-8m397pa-la.webp
Apple MacBook Air 13 2024 Laptop (Apple M3/ 16GB/ 256GB SSD/ MacOS),Apple,107299.0,4.05,,Mac OS,Apple M3,16 GB  RAM,256 GB SSD,Apple 10 Core GPU,13.6 inches,2560 x 1664 pixels,Octa Core (4P + 4E),,1 Year Warranty,https://cdn1.smartprix.com/rx-i29NbnTae-w280-h280/apple-macbook-air-13.webp
HP 15-fd0129TU Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),HP,37299.0,4.55,55.0,Windows 11 OS,13th Gen Intel Core i3 1315U,8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,15.6 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 8 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-i3KnqK5Hg-w280-h280/hp-15-fd0129tu-lapto.webp
Asus Vivobook S15 OLED S5504VA-MA943WS Laptop (13th Gen Core i9/ 16GB/ 512GB SSD/ Win11),Asus,89990.0,4.75,65.0,Windows 11 OS,13th Gen Intel Core i9 13900H,16 GB LPDDR5 RAM,512 GB SSD,Intel Iris Xe Graphics,15.6 inches,2880 x 1620 pixels,14 Cores (6P + 8E), 20 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-imroP0Wqc-w280-h280/asus-vivobook-s15-ol.webp
Dell 15 Vostro 3520 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Dell,37490.0,4.6,59.0,Windows 11 OS,12th Gen Intel Core i3 1215U,8 GB DDR4 RAM,512 GB SSD,Intel Graphics,15.6 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 8 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-izvT2kfdD-w280-h280/dell-15-vostro-3520.webp
MSI Modern 15 B12MO-1006IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),MSI,50990.0,4.1,60.0,Windows 11 OS,12th Gen Intel Core i7 1255U,16 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,15.6 inches,1920 x 1080 pixels,10 Cores (2P + 8E), 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iFSAuNBzu-w280-h280/msi-modern-15-b12mo.webp
HP Victus 15-fa1321TX Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB RTX3050 Graph),HP,87400.0,4.45,65.0,Windows 11 OS,13th Gen Intel Core i7 13620H,16 GB DDR4 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 3050,15.6 inches,1920 x 1080 pixels,10 Cores (6P + 4E), 16 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iTB7ztoGk-w280-h280/hp-victus-15-fa1321t.webp
Lenovo IdeaPad 3 82RJ00F1IN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),Lenovo,32890.0,4.05,52.0,Windows 11 OS,12th Gen Intel Core i3 1215U,8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,14 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 8 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iaS4JWoj7-w280-h280/lenovo-ideapad-3-82r.webp
